segment_a_price_change,segment_b_price_change,portfolio_acceptance,accepted_revenue,accepted_gross_loss,cost,expected_profit
-2.666666666666667185e-02,2.000000000000000389e-02,7.842559354548269690e-01,7.412570578536533503e+02,5.442508445763335203e+02,-1.970062132773198016e+02,1.970062132773198016e+02
-2.000000000000000389e-02,2.000000000000000389e-02,7.802241716533417915e-01,7.405901661406451240e+02,5.413479746392642937e+02,-1.992421915013808871e+02,1.992421915013808871e+02
-1.333333333333333592e-02,2.000000000000000389e-02,7.760424452336702750e-01,7.397215544603400303e+02,5.383371316171007948e+02,-2.013844228432391787e+02,2.013844228432391787e+02
-6.666666666666667962e-03,2.000000000000000389e-02,7.717085128975224029e-01,7.386459952174058117e+02,5.352167003350742789e+02,-2.034292948823315328e+02,2.034292948823315328e+02
0.000000000000000000e+00,2.000000000000000389e-02,7.672204135877409570e-01,7.373584832363562782e+02,5.319852688320315792e+02,-2.053732144043246421e+02,2.053732144043246421e+02
6.666666666666667962e-03,2.000000000000000389e-02,7.625764981588598612e-01,7.358542750379492645e+02,5.286416497232372649e+02,-2.072126253147121133e+02,2.072126253147121133e+02
1.333333333333333592e-02,2.000000000000000389e-02,7.577754593340522149e-01,7.341289295926184195e+02,5.251849017693757560e+02,-2.089440278232426635e+02,2.089440278232426635e+02
2.000000000000000389e-02,2.000000000000000389e-02,7.528163616707801431e-01,7.321783502810562823e+02,5.216143514518198572e+02,-2.105639988292364251e+02,2.105639988292364251e+02
2.666666666666667185e-02,2.000000000000000389e-02,7.476986712262501111e-01,7.299988277452256398e+02,5.179296143317583301e+02,-2.120692134134674234e+02,2.120692134134674234e+02
3.333333333333332593e-02,2.000000000000000389e-02,7.424222845841880192e-01,7.275870832660182259e+02,5.141306159494735084e+02,-2.134564673165447175e+02,2.134564673165447175e+02
4.000000000000000777e-02,2.000000000000000389e-02,7.369875568773878172e-01,7.249403122575890848e+02,5.102176120005773896e+02,-2.147227002570116952e+02,2.147227002570116952e+02
4.666666666666666186e-02,2.000000000000000389e-02,7.313953284169150137e-01,7.220562274242250851e+02,5.061912075090369285e+02,-2.158650199151882134e+02,2.158650199151882134e+02
5.333333333333334370e-02,2.000000000000000389e-02,7.256469495197470643e-01,7.189331010847359948e+02,5.020523747030760546e+02,-2.168807263816599971e+02,2.168807263816599971e+02
5.999999999999999778e-02,2.000000000000000389e-02,7.197443031130559277e-01,7.155698061331902409e+02,4.978024692902584434e+02,-2.177673368429317975e+02,2.177673368429317975e+02
6.666666666666667962e-02,2.000000000000000389e-02,7.136898246862370954e-01,7.119658550747521986e+02,4.934432448229488841e+02,-2.185226102518033713e+02,2.185226102518033713e+02
7.333333333333333370e-02,2.000000000000000389e-02,7.074865191621519944e-01,7.081214365528907138e+02,4.889768648456075653e+02,-2.191445717072831485e+02,2.191445717072831485e+02
8.000000000000001554e-02,2.000000000000000389e-02,7.011379742676887572e-01,7.040374487706999389e+02,4.844059125215940753e+02,-2.196315362491058636e+02,2.196315362491058636e+02
8.666666666666666963e-02,2.000000000000000389e-02,6.946483700013759144e-01,6.997155292058396299e+02,4.797333974498487805e+02,-2.199821317559908493e+02,2.199821317559908493e+02
9.333333333333335147e-02,2.000000000000000389e-02,6.880224838229248574e-01,6.951580800268239955e+02,4.749627594013640532e+02,-2.201953206254599422e+02,2.201953206254599422e+02
1.000000000000000056e-01,2.000000000000000389e-02,6.812656912265172560e-01,6.903682886390101885e+02,4.700978687319505980e+02,-2.202704199070596474e+02,2.202704199070596474e+02
1.066666666666666874e-01,2.000000000000000389e-02,6.743839614064182086e-01,6.853501428223592029e+02,4.651430232614792430e+02,-2.202071195608799030e+02,2.202071195608799030e+02
1.133333333333333415e-01,2.000000000000000389e-02,6.673838477798179625e-01,6.801084399702019709e+02,4.601029414503270800e+02,-2.200054985198749478e+02,2.200054985198749478e+02
1.199999999999999956e-01,2.000000000000000389e-02,6.602724731970827099e-01,6.746487899988189838e+02,4.549827517507576999e+02,-2.196660382480613407e+02,2.196660382480613407e+02
1.266666666666666774e-01,2.000000000000000389e-02,6.530575097429148768e-01,6.689776115711856619e+02,4.497879780637568388e+02,-2.191896335074287663e+02,2.191896335074287663e+02
1.333333333333333315e-01,2.000000000000000389e-02,6.457471531120253516e-01,6.631021213638786094e+02,4.445245212895164286e+02,-2.185776000743622376e+02,2.185776000743622376e+02
1.400000000000000133e-01,2.000000000000000389e-02,6.383500916282378590e-01,6.570303162025229540e+02,4.391986370211894837e+02,-2.178316791813334703e+02,2.178316791813334703e+02
1.466666666666666674e-01,2.000000000000000389e-02,6.308754700646319602e-01,6.507709479965246828e+02,4.338169094953931335e+02,-2.169540385011314925e+02,2.169540385011314925e+02
1.533333333333333492e-01,2.000000000000000389e-02,6.233328485123130758e-01,6.443334915160294258e+02,4.283862219777235509e+02,-2.159472695383058749e+02,2.159472695383058749e+02
1.600000000000000033e-01,2.000000000000000389e-02,6.157321566344124975e-01,6.377281051704952688e+02,4.229137238256351452e+02,-2.148143813448601236e+02,2.148143813448601236e+02
1.666666666666666574e-01,2.000000000000000389e-02,6.080836437276255779e-01,6.309655850662217063e+02,4.174067945327485631e+02,-2.135587905334731431e+02,2.135587905334731431e+02
1.733333333333333670e-01,2.000000000000000389e-02,6.003978250936394812e-01,6.240573127366105837e+02,4.118730051162785912e+02,-2.121843076203319924e+02,2.121843076203319924e+02
1.800000000000000211e-01,2.000000000000000389e-02,5.926854252948829949e-01,6.170151970507838541e+02,4.063200772611738785e+02,-2.106951197896099757e+02,2.106951197896099757e+02
1.866666666666666752e-01,2.000000000000000389e-02,5.849573189310377508e-01,6.098516109104018597e+02,4.007558406792053347e+02,-2.090957702311965249e+02,2.090957702311965249e+02
1.933333333333333293e-01,2.000000000000000389e-02,5.772244696228322480e-01,6.025793234382318815e+02,3.951881891772973745e+02,-2.073911342609345070e+02,2.073911342609345070e+02
2.000000000000000389e-01,2.000000000000000389e-02,5.694978679262271415e-01,5.952114284425397273e+02,3.896250359557416800e+02,-2.055863924867980472e+02,2.055863924867980472e+02
2.066666666666666929e-01,2.000000000000000389e-02,5.617884689221011030e-01,5.877612700064842102e+02,3.840742686727709838e+02,-2.036870013337133400e+02,2.036870013337133400e+02
2.133333333333333470e-01,2.000000000000000389e-02,5.541071302332361004e-01,5.802423660995571026e+02,3.785437048167881358e+02,-2.016986612827689100e+02,2.016986612827689100e+02
2.200000000000000011e-01,2.000000000000000389e-02,5.464645512115891002e-01,5.726683311374511050e+02,3.730410479212023347e+02,-1.996272832162487703e+02,1.996272832162487703e+02
2.266666666666666552e-01,2.000000000000000389e-02,5.388712140147960961e-01,5.650527984268771888e+02,3.675738451395113771e+02,-1.974789532873658970e+02,1.974789532873658970e+02
2.333333333333333648e-01,2.000000000000000389e-02,5.313373272523271851e-01,5.574093434226792851e+02,3.621494466705337345e+02,-1.952598967521456075e+02,1.952598967521456075e+02
2.400000000000000189e-01,2.000000000000000389e-02,5.238727728299137354e-01,5.497514086966505147e+02,3.567749674863960649e+02,-1.929764412102545066e+02,1.929764412102545066e+02
2.466666666666666730e-01,2.000000000000000389e-02,5.164870565573534966e-01,5.420922314718065991e+02,3.514572517701526522e+02,-1.906349797016538901e+02,1.906349797016538901e+02
2.533333333333332993e-01,2.000000000000000389e-02,5.091892630115016916e-01,5.344447745141363839e+02,3.462028404171393277e+02,-1.882419340969970563e+02,1.882419340969970563e+02
2.600000000000000089e-01,2.000000000000000389e-02,5.019880150653019957e-01,5.268216610980832684e+02,3.410179418958755946e+02,-1.858037192022076169e+02,1.858037192022076169e+02
2.666666666666667185e-01,2.000000000000000389e-02,4.948914384074101225e-01,5.192351146746038921e+02,3.359084067021934175e+02,-1.833267079724104178e+02,1.833267079724104178e+02
2.733333333333333171e-01,2.000000000000000389e-02,4.879071312876760436e-01,5.116969037742736646e+02,3.308797055759848718e+02,-1.808171981982887644e+02,1.808171981982887644e+02
2.800000000000000266e-01,2.000000000000000389e-02,4.810421396338223632e-01,5.042182925753405129e+02,3.259369115852102823e+02,-1.782813809901302591e+02,1.782813809901302591e+02
2.866666666666667362e-01,2.000000000000000389e-02,4.743029375963094818e-01,4.968099974607144986e+02,3.210846861182010343e+02,-1.757253113425134643e+02,1.757253113425134643e+02
2.933333333333333348e-01,2.000000000000000389e-02,4.676954134936699981e-01,4.894821497813578617e+02,3.163272687643005270e+02,-1.731548810170573347e+02,1.731548810170573347e+02
2.999999999999999889e-01,2.000000000000000389e-02,4.612248610513385860e-01,4.822442649390332008e+02,3.116684710058219139e+02,-1.705757939332112869e+02,1.705757939332112869e+02
-1.000000000000000056e-01,2.666666666666667185e-02,8.158354357300774407e-01,7.352499688103869175e+02,5.672480428413653044e+02,-1.680019259690216700e+02,1.680019259690216700e+02
-9.333333333333333759e-02,2.666666666666667185e-02,8.132517104905738758e-01,7.364269159853145084e+02,5.653877606689226241e+02,-1.710391553163919411e+02,1.710391553163919411e+02
-8.666666666666666963e-02,2.666666666666667185e-02,8.105537109643135008e-01,7.374650429751443426e+02,5.634452010100151256e+02,-1.740198419651292170e+02,1.740198419651292170e+02
-8.000000000000000167e-02,2.666666666666667185e-02,8.077377808526675640e-01,7.383587004994026302e+02,5.614177313296301008e+02,-1.769409691697725293e+02,1.769409691697725293e+02
-7.333333333333333370e-02,2.666666666666667185e-02,8.048002873324286988e-01,7.391021635302095092e+02,5.593027359950581285e+02,-1.797994275351513807e+02,1.797994275351513807e+02
-6.666666666666667962e-02,2.666666666666667185e-02,8.017376378395697500e-01,7.396896477396344380e+02,5.570976283601996784e+02,-1.825920193794347881e+02,1.825920193794347881e+02
-6.000000000000000472e-02,2.666666666666667185e-02,7.985462982919819819e-01,7.401153279710429160e+02,5.547998638859364746e+02,-1.853154640851063277e+02,1.853154640851063277e+02
-5.333333333333333676e-02,2.666666666666667185e-02,7.952228127594360707e-01,7.403733588093897424e+02,5.524069543025034363e+02,-1.879664045068862492e+02,1.879664045068862492e+02
-4.666666666666666879e-02,2.666666666666667185e-02,7.917638245729343716e-01,7.404578973105315072e+02,5.499164828082223266e+02,-1.905414145023091805e+02,1.905414145023091805e+02
-4.000000000000000083e-02,2.666666666666667185e-02,7.881660988472467544e-01,7.403631279315678739e+02,5.473261202857270291e+02,-1.930370076458407880e+02,1.930370076458407880e+02
-3.333333333333333981e-02,2.666666666666667185e-02,7.844265463697286389e-01,7.400832896828258072e+02,5.446336425019140961e+02,-1.954496471809117111e+02,1.954496471809117111e+02
-2.666666666666667185e-02,2.666666666666667185e-02,7.805422487855220304e-01,7.396127054972066617e+02,5.418369482412853131e+02,-1.977757572559213486e+02,1.977757572559213486e+02
-2.000000000000000389e-02,2.666666666666667185e-02,7.765104849840367418e-01,7.389458137841984353e+02,5.389340783042159728e+02,-2.000117354799824625e+02,2.000117354799824625e+02
-1.333333333333333592e-02,2.666666666666667185e-02,7.723287585643653363e-01,7.380772021038933417e+02,5.359232352820524738e+02,-2.021539668218407542e+02,2.021539668218407542e+02
-6.666666666666667962e-03,2.666666666666667185e-02,7.679948262282174642e-01,7.370016428609591230e+02,5.328028040000260717e+02,-2.041988388609331082e+02,2.041988388609331082e+02
0.000000000000000000e+00,2.666666666666667185e-02,7.635067269184359073e-01,7.357141308799095896e+02,5.295713724969833720e+02,-2.061427583829262176e+02,2.061427583829262176e+02
6.666666666666667962e-03,2.666666666666667185e-02,7.588628114895549226e-01,7.342099226815025759e+02,5.262277533881890577e+02,-2.079821692933136603e+02,2.079821692933136603e+02
1.333333333333333592e-02,2.666666666666667185e-02,7.540617726647472763e-01,7.324845772361717309e+02,5.227710054343274351e+02,-2.097135718018442390e+02,2.097135718018442390e+02
2.000000000000000389e-02,2.666666666666667185e-02,7.491026750014750935e-01,7.305339979246095936e+02,5.192004551167715363e+02,-2.113335428078379721e+02,2.113335428078379721e+02
2.666666666666667185e-02,2.666666666666667185e-02,7.439849845569451725e-01,7.283544753887789511e+02,5.155157179967100092e+02,-2.128387573920689704e+02,2.128387573920689704e+02
3.333333333333332593e-02,2.666666666666667185e-02,7.387085979148830805e-01,7.259427309095715373e+02,5.117167196144252443e+02,-2.142260112951462645e+02,2.142260112951462645e+02
4.000000000000000777e-02,2.666666666666667185e-02,7.332738702080828785e-01,7.232959599011423961e+02,5.078037156655291255e+02,-2.154922442356132422e+02,2.154922442356132422e+02
4.666666666666666186e-02,2.666666666666667185e-02,7.276816417476099641e-01,7.204118750677783964e+02,5.037773111739886645e+02,-2.166345638937897604e+02,2.166345638937897604e+02
5.333333333333334370e-02,2.666666666666667185e-02,7.219332628504420146e-01,7.172887487282893062e+02,4.996384783680277906e+02,-2.176502703602615725e+02,2.176502703602615725e+02
5.999999999999999778e-02,2.666666666666667185e-02,7.160306164437509890e-01,7.139254537767435522e+02,4.953885729552101793e+02,-2.185368808215333445e+02,2.185368808215333445e+02
6.666666666666667962e-02,2.666666666666667185e-02,7.099761380169321567e-01,7.103215027183055099e+02,4.910293484879006201e+02,-2.192921542304049467e+02,2.192921542304049467e+02
7.333333333333333370e-02,2.666666666666667185e-02,7.037728324928469448e-01,7.064770841964440251e+02,4.865629685105593012e+02,-2.199141156858847239e+02,2.199141156858847239e+02
8.000000000000001554e-02,2.666666666666667185e-02,6.974242875983838186e-01,7.023930964142532503e+02,4.819920161865458113e+02,-2.204010802277074106e+02,2.204010802277074106e+02
8.666666666666666963e-02,2.666666666666667185e-02,6.909346833320708647e-01,6.980711768493929412e+02,4.773195011148005165e+02,-2.207516757345923963e+02,2.207516757345923963e+02
9.333333333333335147e-02,2.666666666666667185e-02,6.843087971536199188e-01,6.935137276703773068e+02,4.725488630663157892e+02,-2.209648646040615176e+02,2.209648646040615176e+02
1.000000000000000056e-01,2.666666666666667185e-02,6.775520045572123173e-01,6.887239362825634998e+02,4.676839723969023339e+02,-2.210399638856611944e+02,2.210399638856611944e+02
1.066666666666666874e-01,2.666666666666667185e-02,6.706702747371131590e-01,6.837057904659125143e+02,4.627291269264309790e+02,-2.209766635394814500e+02,2.209766635394814500e+02
1.133333333333333415e-01,2.666666666666667185e-02,6.636701611105129128e-01,6.784640876137552823e+02,4.576890451152788160e+02,-2.207750424984764948e+02,2.207750424984764948e+02
1.199999999999999956e-01,2.666666666666667185e-02,6.565587865277777713e-01,6.730044376423722952e+02,4.525688554157094359e+02,-2.204355822266629161e+02,2.204355822266629161e+02
1.266666666666666774e-01,2.666666666666667185e-02,6.493438230736099381e-01,6.673332592147389732e+02,4.473740817287085747e+02,-2.199591774860303133e+02,2.199591774860303133e+02
1.333333333333333315e-01,2.666666666666667185e-02,6.420334664427204130e-01,6.614577690074319207e+02,4.421106249544681646e+02,-2.193471440529637846e+02,2.193471440529637846e+02
1.400000000000000133e-01,2.666666666666667185e-02,6.346364049589329204e-01,6.553859638460762653e+02,4.367847406861411628e+02,-2.186012231599350173e+02,2.186012231599350173e+02
1.466666666666666674e-01,2.666666666666667185e-02,6.271617833953269106e-01,6.491265956400779942e+02,4.314030131603449263e+02,-2.177235824797330679e+02,2.177235824797330679e+02
1.533333333333333492e-01,2.666666666666667185e-02,6.196191618430080261e-01,6.426891391595827372e+02,4.259723256426752869e+02,-2.167168135169074503e+02,2.167168135169074503e+02
1.600000000000000033e-01,2.666666666666667185e-02,6.120184699651074478e-01,6.360837528140485801e+02,4.204998274905868811e+02,-2.155839253234616990e+02,2.155839253234616990e+02
1.666666666666666574e-01,2.666666666666667185e-02,6.043699570583205283e-01,6.293212327097750176e+02,4.149928981977002991e+02,-2.143283345120747185e+02,2.143283345120747185e+02
1.733333333333333670e-01,2.666666666666667185e-02,5.966841384243345425e-01,6.224129603801638950e+02,4.094591087812303840e+02,-2.129538515989335394e+02,2.129538515989335394e+02
1.800000000000000211e-01,2.666666666666667185e-02,5.889717386255779452e-01,6.153708446943371655e+02,4.039061809261255576e+02,-2.114646637682115227e+02,2.114646637682115227e+02
1.866666666666666752e-01,2.666666666666667185e-02,5.812436322617327011e-01,6.082072585539551710e+02,3.983419443441570706e+02,-2.098653142097980719e+02,2.098653142097980719e+02
1.933333333333333293e-01,2.666666666666667185e-02,5.735107829535273094e-01,6.009349710817851928e+02,3.927742928422491104e+02,-2.081606782395360824e+02,2.081606782395360824e+02
2.000000000000000389e-01,2.666666666666667185e-02,5.657841812569222029e-01,5.935670760860930386e+02,3.872111396206934160e+02,-2.063559364653995942e+02,2.063559364653995942e+02
2.066666666666666929e-01,2.666666666666667185e-02,5.580747822527961644e-01,5.861169176500375215e+02,3.816603723377227197e+02,-2.044565453123148870e+02,2.044565453123148870e+02
2.133333333333333470e-01,2.666666666666667185e-02,5.503934435639310507e-01,5.785980137431104140e+02,3.761298084817398149e+02,-2.024682052613704855e+02,2.024682052613704855e+02
2.200000000000000011e-01,2.666666666666667185e-02,5.427508645422841616e-01,5.710239787810044163e+02,3.706271515861540706e+02,-2.003968271948503173e+02,2.003968271948503173e+02
2.266666666666666552e-01,2.666666666666667185e-02,5.351575273454911574e-01,5.634084460704305002e+02,3.651599488044630561e+02,-1.982484972659674440e+02,1.982484972659674440e+02
2.333333333333333648e-01,2.666666666666667185e-02,5.276236405830221354e-01,5.557649910662325965e+02,3.597355503354854704e+02,-1.960294407307471829e+02,1.960294407307471829e+02
2.400000000000000189e-01,2.666666666666667185e-02,5.201590861606087968e-01,5.481070563402038260e+02,3.543610711513478009e+02,-1.937459851888560820e+02,1.937459851888560820e+02
2.466666666666666730e-01,2.666666666666667185e-02,5.127733698880484470e-01,5.404478791153599104e+02,3.490433554351043881e+02,-1.914045236802554371e+02,1.914045236802554371e+02
2.533333333333332993e-01,2.666666666666667185e-02,5.054755763421966419e-01,5.328004221576896953e+02,3.437889440820911204e+02,-1.890114780755986317e+02,1.890114780755986317e+02
2.600000000000000089e-01,2.666666666666667185e-02,4.982743283959970015e-01,5.251773087416365797e+02,3.386040455608273305e+02,-1.865732631808091924e+02,1.865732631808091924e+02
2.666666666666667185e-01,2.666666666666667185e-02,4.911777517381050728e-01,5.175907623181572035e+02,3.334945103671451534e+02,-1.840962519510119932e+02,1.840962519510119932e+02
2.733333333333333171e-01,2.666666666666667185e-02,4.841934446183709939e-01,5.100525514178269759e+02,3.284658092409366077e+02,-1.815867421768903114e+02,1.815867421768903114e+02
2.800000000000000266e-01,2.666666666666667185e-02,4.773284529645174246e-01,5.025739402188938243e+02,3.235230152501620182e+02,-1.790509249687318061e+02,1.790509249687318061e+02
2.866666666666667362e-01,2.666666666666667185e-02,4.705892509270045432e-01,4.951656451042678100e+02,3.186707897831527134e+02,-1.764948553211150397e+02,1.764948553211150397e+02
2.933333333333333348e-01,2.666666666666667185e-02,4.639817268243650039e-01,4.878377974249111730e+02,3.139133724292522629e+02,-1.739244249956589101e+02,1.739244249956589101e+02
2.999999999999999889e-01,2.666666666666667185e-02,4.575111743820335919e-01,4.805999125825865121e+02,3.092545746707736498e+02,-1.713453379118128623e+02,1.713453379118128623e+02
-1.000000000000000056e-01,3.333333333333332593e-02,8.120643715607329671e-01,7.335098672569845348e+02,5.647968511312914188e+02,-1.687130161256931729e+02,1.687130161256931729e+02
-9.333333333333333759e-02,3.333333333333332593e-02,8.094806463212294023e-01,7.346868144319121257e+02,5.629365689588487385e+02,-1.717502454730634440e+02,1.717502454730634440e+02
-8.666666666666666963e-02,3.333333333333332593e-02,8.067826467949690272e-01,7.357249414217419599e+02,5.609940092999412400e+02,-1.747309321218007199e+02,1.747309321218007199e+02
-8.000000000000000167e-02,3.333333333333332593e-02,8.039667166833230905e-01,7.366185989460002475e+02,5.589665396195562153e+02,-1.776520593264440322e+02,1.776520593264440322e+02
-7.333333333333333370e-02,3.333333333333332593e-02,8.010292231630842252e-01,7.373620619768071265e+02,5.568515442849842429e+02,-1.805105176918228551e+02,1.805105176918228551e+02
-6.666666666666667962e-02,3.333333333333332593e-02,7.979665736702252765e-01,7.379495461862320553e+02,5.546464366501257928e+02,-1.833031095361062626e+02,1.833031095361062626e+02
-6.000000000000000472e-02,3.333333333333332593e-02,7.947752341226375083e-01,7.383752264176405333e+02,5.523486721758625890e+02,-1.860265542417778306e+02,1.860265542417778306e+02
-5.333333333333333676e-02,3.333333333333332593e-02,7.914517485900915972e-01,7.386332572559872460e+02,5.499557625924295508e+02,-1.886774946635577237e+02,1.886774946635577237e+02
-4.666666666666666879e-02,3.333333333333332593e-02,7.879927604035898980e-01,7.387177957571290108e+02,5.474652910981483274e+02,-1.912525046589806834e+02,1.912525046589806834e+02
-4.000000000000000083e-02,3.333333333333332593e-02,7.843950346779022809e-01,7.386230263781653775e+02,5.448749285756531435e+02,-1.937480978025122909e+02,1.937480978025122909e+02
-3.333333333333333981e-02,3.333333333333332593e-02,7.806554822003841654e-01,7.383431881294234245e+02,5.421824507918402105e+02,-1.961607373375832140e+02,1.961607373375832140e+02
-2.666666666666667185e-02,3.333333333333332593e-02,7.767711846161775568e-01,7.378726039438042790e+02,5.393857565312114275e+02,-1.984868474125928515e+02,1.984868474125928515e+02
-2.000000000000000389e-02,3.333333333333332593e-02,7.727394208146922683e-01,7.372057122307960526e+02,5.364828865941420872e+02,-2.007228256366539370e+02,2.007228256366539370e+02
-1.333333333333333592e-02,3.333333333333332593e-02,7.685576943950208628e-01,7.363371005504908453e+02,5.334720435719785883e+02,-2.028650569785122570e+02,2.028650569785122570e+02
-6.666666666666667962e-03,3.333333333333332593e-02,7.642237620588729907e-01,7.352615413075566266e+02,5.303516122899520724e+02,-2.049099290176046111e+02,2.049099290176046111e+02
0.000000000000000000e+00,3.333333333333332593e-02,7.597356627490914338e-01,7.339740293265072069e+02,5.271201807869094864e+02,-2.068538485395977204e+02,2.068538485395977204e+02
6.666666666666667962e-03,3.333333333333332593e-02,7.550917473202104491e-01,7.324698211281001932e+02,5.237765616781150584e+02,-2.086932594499851348e+02,2.086932594499851348e+02
1.333333333333333592e-02,3.333333333333332593e-02,7.502907084954028027e-01,7.307444756827692345e+02,5.203198137242535495e+02,-2.104246619585157418e+02,2.104246619585157418e+02
2.000000000000000389e-02,3.333333333333332593e-02,7.453316108321306199e-01,7.287938963712070972e+02,5.167492634066976507e+02,-2.120446329645094465e+02,2.120446329645094465e+02
2.666666666666667185e-02,3.333333333333332593e-02,7.402139203876006990e-01,7.266143738353764547e+02,5.130645262866361236e+02,-2.135498475487404448e+02,2.135498475487404448e+02
3.333333333333332593e-02,3.333333333333332593e-02,7.349375337455386070e-01,7.242026293561691546e+02,5.092655279043513019e+02,-2.149371014518177390e+02,2.149371014518177390e+02
4.000000000000000777e-02,3.333333333333332593e-02,7.295028060387384050e-01,7.215558583477400134e+02,5.053525239554552400e+02,-2.162033343922847166e+02,2.162033343922847166e+02
4.666666666666666186e-02,3.333333333333332593e-02,7.239105775782654906e-01,7.186717735143759000e+02,5.013261194639147789e+02,-2.173456540504612349e+02,2.173456540504612349e+02
5.333333333333334370e-02,3.333333333333332593e-02,7.181621986810975411e-01,7.155486471748868098e+02,4.971872866579539050e+02,-2.183613605169330754e+02,2.183613605169330754e+02
5.999999999999999778e-02,3.333333333333332593e-02,7.122595522744065155e-01,7.121853522233410558e+02,4.929373812451362937e+02,-2.192479709782048189e+02,2.192479709782048189e+02
6.666666666666667962e-02,3.333333333333332593e-02,7.062050738475876832e-01,7.085814011649031272e+02,4.885781567778267345e+02,-2.200032443870764496e+02,2.200032443870764496e+02
7.333333333333333370e-02,3.333333333333332593e-02,7.000017683235024712e-01,7.047369826430415287e+02,4.841117768004853588e+02,-2.206252058425562268e+02,2.206252058425562268e+02
8.000000000000001554e-02,3.333333333333332593e-02,6.936532234290393450e-01,7.006529948608507539e+02,4.795408244764719257e+02,-2.211121703843788850e+02,2.211121703843788850e+02
8.666666666666666963e-02,3.333333333333332593e-02,6.871636191627263912e-01,6.963310752959905585e+02,4.748683094047265740e+02,-2.214627658912638708e+02,2.214627658912638708e+02
9.333333333333335147e-02,3.333333333333332593e-02,6.805377329842754452e-01,6.917736261169748104e+02,4.700976713562419036e+02,-2.216759547607330205e+02,2.216759547607330205e+02
1.000000000000000056e-01,3.333333333333332593e-02,6.737809403878678438e-01,6.869838347291611171e+02,4.652327806868283915e+02,-2.217510540423326688e+02,2.217510540423326688e+02
1.066666666666666874e-01,3.333333333333332593e-02,6.668992105677686855e-01,6.819656889125100179e+02,4.602779352163570366e+02,-2.216877536961529245e+02,2.216877536961529245e+02
1.133333333333333415e-01,3.333333333333332593e-02,6.598990969411684393e-01,6.767239860603528996e+02,4.552378534052048735e+02,-2.214861326551479692e+02,2.214861326551479692e+02
1.199999999999999956e-01,3.333333333333332593e-02,6.527877223584332977e-01,6.712643360889699125e+02,4.501176637056355503e+02,-2.211466723833344190e+02,2.211466723833344190e+02
1.266666666666666774e-01,3.333333333333332593e-02,6.455727589042654646e-01,6.655931576613364768e+02,4.449228900186346891e+02,-2.206702676427017877e+02,2.206702676427017877e+02
1.333333333333333315e-01,3.333333333333332593e-02,6.382624022733759395e-01,6.597176674540294243e+02,4.396594332443942221e+02,-2.200582342096352590e+02,2.200582342096352590e+02
1.400000000000000133e-01,3.333333333333332593e-02,6.308653407895884468e-01,6.536458622926737689e+02,4.343335489760672772e+02,-2.193123133166064918e+02,2.193123133166064918e+02
1.466666666666666674e-01,3.333333333333332593e-02,6.233907192259824370e-01,6.473864940866756115e+02,4.289518214502709839e+02,-2.184346726364045708e+02,2.184346726364045708e+02
1.533333333333333492e-01,3.333333333333332593e-02,6.158480976736635526e-01,6.409490376061803545e+02,4.235211339326014013e+02,-2.174279036735789532e+02,2.174279036735789532e+02
1.600000000000000033e-01,3.333333333333332593e-02,6.082474057957629743e-01,6.343436512606460838e+02,4.180486357805129956e+02,-2.162950154801332019e+02,2.162950154801332019e+02
1.666666666666666574e-01,3.333333333333332593e-02,6.005988928889760547e-01,6.275811311563725212e+02,4.125417064876263566e+02,-2.150394246687462214e+02,2.150394246687462214e+02
1.733333333333333670e-01,3.333333333333332593e-02,5.929130742549900690e-01,6.206728588267615123e+02,4.070079170711564416e+02,-2.136649417556050139e+02,2.136649417556050139e+02
1.800000000000000211e-01,3.333333333333332593e-02,5.852006744562334717e-01,6.136307431409346691e+02,4.014549892160516720e+02,-2.121757539248829971e+02,2.121757539248829971e+02
1.866666666666666752e-01,3.333333333333332593e-02,5.774725680923882276e-01,6.064671570005527883e+02,3.958907526340831282e+02,-2.105764043664695464e+02,2.105764043664695464e+02
1.933333333333333293e-01,3.333333333333332593e-02,5.697397187841828359e-01,5.991948695283826964e+02,3.903231011321752248e+02,-2.088717683962075853e+02,2.088717683962075853e+02
2.000000000000000389e-01,3.333333333333332593e-02,5.620131170875777293e-01,5.918269745326906559e+02,3.847599479106195304e+02,-2.070670266220710687e+02,2.070670266220710687e+02
2.066666666666666929e-01,3.333333333333332593e-02,5.543037180834516908e-01,5.843768160966351388e+02,3.792091806276488342e+02,-2.051676354689863615e+02,2.051676354689863615e+02
2.133333333333333470e-01,3.333333333333332593e-02,5.466223793945865772e-01,5.768579121897079176e+02,3.736786167716659293e+02,-2.031792954180419883e+02,2.031792954180419883e+02
2.200000000000000011e-01,3.333333333333332593e-02,5.389798003729396880e-01,5.692838772276020336e+02,3.681759598760801282e+02,-2.011079173515217917e+02,2.011079173515217917e+02
2.266666666666666552e-01,3.333333333333332593e-02,5.313864631761466839e-01,5.616683445170281175e+02,3.627087570943891706e+02,-1.989595874226389469e+02,1.989595874226389469e+02
2.333333333333333648e-01,3.333333333333332593e-02,5.238525764136776619e-01,5.540248895128302138e+02,3.572843586254115280e+02,-1.967405308874186858e+02,1.967405308874186858e+02
2.400000000000000189e-01,3.333333333333332593e-02,5.163880219912643232e-01,5.463669547868014433e+02,3.519098794412739153e+02,-1.944570753455275849e+02,1.944570753455275849e+02
